RiskAversion,Radius,ExcessReturn_Mean,ExcessReturn_STD,ExcessReturn_Sharpe
0.0,0.05,0.010201794605609344,0.052346942362171536,0.6751120805889402
0.0,0.1,0.011672804839429823,0.05401284114348789,0.748632755496733
0.0,0.2,0.017690942777307962,0.052265827382162906,1.1725294808802094
0.1,0.05,0.012099247333320651,0.05118132169499752,0.8189124633997841
0.1,0.1,0.011944292617275764,0.053193136296749655,0.7778492908625734
0.1,0.2,0.02052405902021599,0.049505334605505553,1.4361568620365606
1.0,0.05,0.009940273441073438,0.0517769189351121,0.6650476310745135
1.0,0.1,0.0101049231160171,0.05233998654154659,0.6687903990814309
1.0,0.2,0.011609279682479306,0.05217491086857503,0.7707866449444081
