Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,25.422960,25.483383,24.750755,24.765862,16.840710,160474625
2019-07-22,24.735649,25.853474,23.806646,25.793051,17.539192,268167330
2019-07-29,25.732628,26.163141,25.332327,25.808157,17.549471,242338207
2019-08-05,25.453173,26.125378,25.067976,26.087612,17.739498,209245092
2019-08-12,26.034742,26.435045,25.649548,26.412388,17.960346,191931806
2019-08-19,26.442598,26.812689,26.163141,26.299093,17.883303,165714356
2019-08-26,26.412388,26.699396,26.080059,26.631420,18.109283,164900890
2019-09-02,26.495468,27.469790,26.374622,27.379154,18.617743,122184943
2019-09-09,28.564955,29.267372,27.726585,28.632931,19.470304,400972606
2019-09-16,28.474319,28.708460,27.560423,28.632931,19.470304,299453715
2019-09-23,28.413897,28.587612,28.081572,28.270393,19.223778,152365125
2019-09-30,28.391239,28.670694,27.688822,28.330816,19.264868,158779508
2019-10-07,28.383686,28.602718,27.862537,28.383686,19.300819,165252412
2019-10-14,28.383686,29.101208,28.179758,29.055891,20.120405,161129475
2019-10-21,29.018127,29.169184,27.598186,27.877644,19.304499,191111190
2019-10-28,28.927492,29.471298,28.610271,29.418428,20.371452,261734410
2019-11-04,29.531721,29.894260,29.297583,29.743202,20.596348,174442296
2019-11-11,29.652569,29.841391,29.222054,29.833838,20.659111,139918201
2019-11-18,29.682779,29.984894,27.492447,28.512085,19.743832,280189514
2019-11-25,28.625378,28.670694,27.771902,28.232628,19.550320,161180582
2019-12-02,28.308157,29.138973,27.877644,28.851965,19.979191,175251127
2019-12-09,28.791540,29.131420,28.564955,28.897282,20.010574,144836598
2019-12-16,28.980364,29.652569,28.980364,29.569487,20.476055,212713045
2019-12-23,29.645016,29.780968,29.380665,29.637463,20.523127,96765467
2019-12-30,29.660122,29.667673,29.131420,29.501511,20.428984,129618409
2020-01-06,29.448641,29.871601,29.116314,29.131420,20.172705,233792317
2020-01-13,29.108761,29.116314,28.527189,28.987915,20.430609,194086087
2020-01-20,28.965258,29.561934,28.836859,29.078550,20.494492,189812214
2020-01-27,28.716011,29.305136,27.432024,28.413897,20.026045,285804862
2020-02-03,28.670694,29.244713,27.794561,29.040785,20.467873,196995444
2020-02-10,29.018127,29.320242,28.587612,28.889729,20.361412,177215017
2020-02-17,28.836859,29.214502,28.731117,29.116314,20.521107,135735686
2020-02-24,28.693354,29.086103,24.932024,26.601208,18.748466,412108241
2020-03-02,26.714502,28.867069,26.654079,27.968279,19.711971,355483937
2020-03-09,26.442598,27.303625,23.459215,26.034742,18.349222,422130125
2020-03-16,23.413897,25.725077,21.283989,21.487915,15.144629,492531310
2020-03-23,20.687311,23.383686,19.697886,22.537764,15.884558,465566991
2020-03-30,22.583082,22.968279,20.581572,20.740181,14.617627,335436593
2020-04-06,21.450151,23.391239,21.382175,23.209970,16.358330,263294082
2020-04-13,23.036255,23.602718,22.439577,23.587612,17.013910,226166078
2020-04-20,23.300604,23.731117,22.016617,22.439577,16.185825,256982971
2020-04-27,22.651056,24.070997,22.462236,22.583082,16.289337,231711651
2020-05-04,22.469790,22.794561,21.744713,22.500000,16.229408,212813404
2020-05-11,22.394260,22.409367,20.853474,21.382175,15.423115,245981459
2020-05-18,21.895769,22.703926,21.827795,22.567976,16.278439,229520696
2020-05-25,23.141994,24.222054,22.907854,23.308157,16.812340,222739830
2020-06-01,23.225077,24.924471,23.111782,24.750755,17.852894,210113107
2020-06-08,24.924471,25.105740,22.666162,23.036255,16.616211,238220568
2020-06-15,22.651056,23.768883,22.296074,22.892750,16.512703,286952372
2020-06-22,22.794561,23.172205,21.842899,21.963745,15.842606,327314514
2020-06-29,22.152569,23.036255,22.122356,22.719032,16.387394,198631379
2020-07-06,23.066465,23.111782,22.197886,22.756798,16.414639,233575976
2020-07-13,22.779455,23.058912,22.303625,22.847431,16.861122,210089142
2020-07-20,22.794561,22.975830,22.250755,22.333838,16.482094,248097344
2020-07-27,22.280968,22.575529,22.054380,22.341391,16.487667,221055967
2020-08-03,22.620846,22.817221,22.212992,22.673716,16.732922,196356747
2020-08-10,22.696375,23.240181,22.477341,22.666162,16.727346,178905501
2020-08-17,22.719032,22.719032,22.280968,22.424471,16.548981,158249114
2020-08-24,22.439577,22.787008,22.401814,22.688822,16.744070,174375566
2020-08-31,22.771902,22.794561,22.099697,22.220545,16.398487,281078315
2020-09-07,22.280968,22.432024,21.752266,21.903322,16.164379,202756697
2020-09-14,21.978851,22.311178,21.835346,21.850452,16.125359,215832257
2020-09-21,21.752266,21.850452,20.959215,21.178247,15.629282,246780492
2020-09-28,21.389729,21.820242,21.246223,21.661631,15.986014,201779453
2020-10-05,21.518127,22.024170,21.321753,21.389729,15.785353,236807991
2020-10-12,21.374622,21.374622,20.475830,20.641994,15.606620,284755196
2020-10-19,20.725077,21.525681,20.045317,21.012085,15.886430,362253550
2020-10-26,20.868580,20.883686,19.901814,20.407854,15.429598,288946715
2020-11-02,20.694864,21.034742,20.287008,20.725077,15.669438,249142906
2020-11-09,21.329306,21.903322,21.261330,21.835346,16.508867,281387469
2020-11-16,21.986404,22.077040,21.231117,21.389729,16.171951,235249512
2020-11-23,21.442598,22.235649,21.412388,21.925982,16.577394,148242719
2020-11-30,21.805136,22.477341,21.676737,22.311178,16.868628,248338709
2020-12-07,22.492447,24.086103,22.250755,23.421450,17.708057,340877173
2020-12-14,23.587612,23.617825,22.099697,22.205439,16.788683,326819602
2020-12-21,21.888218,22.061934,21.389729,21.669184,16.383238,225306668
2020-12-28,21.850452,21.873112,21.442598,21.722054,16.423210,200198200
2021-01-04,22.197886,22.726585,21.714502,21.918428,16.571686,386947871
2021-01-11,21.706949,22.484894,21.503021,22.031721,17.049797,288105445
2021-01-18,22.114803,22.190332,21.578550,21.850452,16.909517,180135496
2021-01-25,21.722054,22.809668,21.518127,21.623867,16.734171,368972718
2021-02-01,21.858006,21.956194,21.397282,21.850452,16.909517,245422069
2021-02-08,21.880665,21.895769,21.495468,21.752266,16.833536,224525376
2021-02-15,21.752266,22.462236,21.699396,21.903322,16.950434,194087941
2021-02-22,21.895769,22.515106,21.064955,21.064955,16.301641,334322712
2021-03-01,21.268883,22.462236,21.163141,22.371601,17.312822,340084626
2021-03-08,22.311178,23.315710,22.220545,22.515106,17.423878,336737289
2021-03-15,22.673716,23.036255,22.371601,22.477341,17.394653,298312690
2021-03-22,22.492447,23.111782,22.341391,22.892750,17.716125,267190350
2021-03-29,22.960726,23.217524,22.681269,23.013596,17.809650,198851825
2021-04-05,23.126888,23.527189,22.590633,22.688822,17.558310,259541470
2021-04-12,22.666162,22.779455,22.129910,22.620846,17.904242,204142264
2021-04-19,22.658609,24.086103,22.515106,23.716011,18.771061,317841956
2021-04-26,23.700907,23.814199,23.134441,23.723564,18.777040,234024150
2021-05-03,24.003021,24.486404,23.768883,24.290030,19.225388,237113969
2021-05-10,24.418428,24.848944,23.912388,24.350452,19.273216,204049186
2021-05-17,25.309668,25.589125,21.654079,22.666162,17.940109,923720775
2021-05-24,22.696375,22.779455,22.077040,22.228098,17.593388,301092164
2021-05-31,22.250755,22.386707,22.016617,22.107250,17.497738,211182237
2021-06-07,22.129910,22.167673,21.699396,22.145016,17.527624,251490224
2021-06-14,22.077040,22.160122,21.457705,21.638973,17.127096,245241475
2021-06-21,21.691843,21.903322,21.608761,21.820242,17.270569,202042135
2021-06-28,21.835346,22.167673,21.638973,22.077040,17.473822,195125294
2021-07-05,22.114803,22.152569,21.216011,21.487915,17.007534,195918106
2021-07-12,21.404835,21.623867,21.268883,21.404835,17.354790,187119067
2021-07-19,21.231117,21.412388,20.770393,21.261330,17.238438,252126539
2021-07-26,21.208460,21.487915,21.042295,21.185801,17.177198,227513247
2021-08-02,21.329306,21.563444,21.004532,21.117825,17.122080,178449779
2021-08-09,21.125378,21.344412,20.974319,21.291540,17.262934,144194855
2021-08-16,21.253777,21.367069,20.717524,20.823263,16.883261,176745394
2021-08-23,20.861027,20.936556,20.302114,20.490936,16.613810,197451695
2021-08-30,20.483383,21.049849,20.430513,20.815710,16.877134,246923353
2021-09-06,20.747734,20.951662,20.513596,20.528702,16.644430,150963805
2021-09-13,20.649548,21.102718,20.581572,20.793051,16.858759,261794785
2021-09-20,20.634441,20.717524,20.347431,20.490936,16.613810,231156498
2021-09-27,20.521149,20.951662,20.400303,20.513596,16.632185,228300101
2021-10-04,20.574018,20.755287,20.203926,20.219032,16.393354,290504269
2021-10-11,20.158609,20.219032,18.889729,19.410875,16.145124,405618257
2021-10-18,19.305136,19.856495,19.086103,19.252266,16.013201,293052704
2021-10-25,19.206949,19.410875,18.912388,19.078550,15.868711,308901644
2021-11-01,19.229607,19.320242,18.534742,18.957705,15.768199,289688287
2021-11-08,18.927492,18.980364,18.564955,18.836859,15.667684,259931122
2021-11-15,18.859516,18.919941,18.096678,18.225077,15.158829,260771333
2021-11-22,18.202417,18.874622,18.134441,18.293051,15.215368,213839901
2021-11-29,18.315710,18.323263,16.782476,17.719032,14.737925,559618522
2021-12-06,17.817221,18.081572,17.129910,17.250755,14.348430,346978429
2021-12-13,17.152569,18.043806,16.631420,17.960726,14.938955,576841379
2021-12-20,18.149548,18.897282,17.938066,18.783989,15.623707,323706614
2021-12-27,18.783989,18.972811,18.557402,18.580059,15.454089,281592028
2022-01-03,18.716011,20.256798,18.716011,19.856495,16.515772,467179092
2022-01-10,19.932024,20.566465,19.743202,20.528702,17.537317,323185221
2022-01-17,20.551359,20.755287,19.977341,20.098186,17.169533,283064712
2022-01-24,19.780968,20.377644,17.794561,19.040785,16.266216,625401198
2022-01-31,18.859516,19.290030,18.111782,18.187311,15.537107,529662890
2022-02-07,18.157101,18.617825,17.854984,18.225077,15.569368,286866578
2022-02-14,18.157101,18.474319,17.787008,18.028702,15.401611,286015246
2022-02-21,17.953173,18.209970,17.107250,18.058912,15.427419,264394194
2022-02-28,17.817221,18.202417,17.500000,18.028702,15.401611,263486195
2022-03-07,17.877644,18.028702,17.326284,17.515106,14.962852,301166837
2022-03-14,17.537764,17.635952,17.228098,17.537764,14.982209,293173187
2022-03-21,17.537764,18.006042,17.439577,18.006042,15.382256,208158220
2022-03-28,18.126888,18.240181,17.666162,18.111782,15.472588,260289662
2022-04-04,18.013596,18.308157,17.779455,18.232628,15.575817,276396388
2022-04-11,18.889999,20.120001,18.850000,19.540001,16.692686,379112800
2022-04-18,19.430000,20.350000,19.290001,19.520000,16.916019,310803500
2022-04-25,19.770000,19.889999,18.809999,18.860001,16.344069,327129100
2022-05-02,19.000000,20.110001,18.860001,20.030001,17.357988,298009400
2022-05-09,19.980000,20.040001,19.240000,19.840000,17.193333,230897700
