Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,140.220001,140.669998,136.449997,136.619995,130.293884,48992400
2019-07-22,137.410004,141.679993,137.330002,141.339996,134.795334,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,130.560913,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,131.333435,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,129.826614,130689700
2019-08-19,137.850006,139.490005,132.800003,133.389999,127.637085,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,131.914291,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,133.100830,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,131.397598,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,133.426163,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,131.789886,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,132.163055,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,133.655823,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,131.483673,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,134.660522,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,137.521561,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,139.664978,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,143.502014,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,143.138382,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,145.344086,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,145.699341,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,148.368484,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,151.133652,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,152.621857,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,152.295395,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,154.906952,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,160.437271,124758900
2020-01-20,166.679993,168.190002,164.449997,165.039993,158.459412,98254900
2020-01-27,161.149994,174.050003,160.199997,170.229996,163.442505,179472700
2020-02-03,170.429993,185.630005,170.399994,183.889999,176.557846,167007100
