Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,114.889999,115.120003,113.400002,113.540001,98.078285,10402800
2019-07-22,112.910004,117.239998,112.769997,116.220001,100.393326,54763100
2019-07-29,116.459999,117.180000,111.400002,112.930000,97.551346,55959500
2019-08-05,110.790001,110.980003,105.940002,109.739998,94.795761,64263800
2019-08-12,108.440002,110.330002,104.339996,107.720001,93.050835,66206400
2019-08-19,109.629997,109.750000,105.110001,106.019997,91.582344,48934400
2019-08-26,106.620003,110.559998,104.839996,109.860001,94.899422,53299300
2019-09-02,108.980003,113.720001,107.320000,112.610001,97.274933,37859300
2019-09-09,113.709999,120.400002,113.599998,120.230003,103.857254,66778100
2019-09-16,118.900002,120.339996,117.239998,118.900002,102.708374,64640300
2019-09-23,117.779999,119.260002,116.949997,117.720001,101.689079,50328000
2019-09-30,118.360001,119.000000,110.519997,114.620003,99.011215,55742300
2019-10-07,114.190002,117.989998,111.660004,116.139999,101.127892,50922200
2019-10-14,115.849998,121.589996,115.660004,120.559998,104.976555,64481600
2019-10-21,122.050003,126.650002,121.989998,126.029999,109.739510,51168200
2019-10-28,126.570000,127.989998,123.860001,127.800003,111.280739,51104900
2019-11-04,129.080002,131.289993,128.559998,130.380005,113.527237,56960900
2019-11-11,129.600006,130.619995,127.419998,129.529999,112.787109,44448300
2019-11-18,129.559998,131.250000,128.940002,130.789993,113.884247,45230000
2019-11-25,131.250000,132.429993,130.360001,131.759995,114.728882,32879100
2019-12-02,132.309998,135.779999,128.589996,135.039993,117.584869,49053100
2019-12-09,134.630005,138.830002,132.880005,136.809998,119.126122,49352500
2019-12-16,138.380005,139.020004,136.899994,137.240005,119.500519,72643300
2019-12-23,137.600006,139.770004,136.880005,139.139999,121.154938,27701800
2019-12-30,139.899994,141.100006,137.080002,138.339996,120.458344,35355100
2020-01-06,136.559998,138.270004,135.600006,136.070007,119.242378,50145500
2020-01-13,136.190002,140.759995,135.759995,138.199997,121.108963,79036100
2020-01-20,137.190002,138.070007,132.320007,133.149994,116.683479,40535400
2020-01-27,130.270004,136.130005,129.710007,132.360001,115.991203,57083400
2020-02-03,132.660004,138.289993,132.660004,137.169998,120.206360,44701000
2020-02-10,136.949997,139.289993,136.399994,137.460007,120.460480,34572400
2020-02-17,137.339996,138.389999,134.919998,135.809998,119.014549,33263200
2020-02-24,131.440002,133.199997,112.660004,116.110001,101.750824,128178100
2020-03-02,116.629997,122.949997,105.019997,108.080002,94.713875,148884000
2020-03-09,96.570000,103.989998,86.320000,103.910004,91.059578,197850200
2020-03-16,85.199997,97.440002,76.910004,83.500000,73.173660,177681000
2020-03-23,82.680000,98.570000,78.089996,91.129997,79.860054,164879300
2020-03-30,90.650002,94.169998,82.769997,84.050003,73.655632,118283200
2020-04-06,88.989998,104.389999,87.699997,102.760002,90.987564,114343800
2020-04-13,103.110001,103.110001,87.050003,95.180000,84.275948,165823300
2020-04-20,92.470001,94.709999,88.330002,90.709999,80.318031,95824800
2020-04-27,91.940002,99.449997,91.540001,93.250000,82.567055,101247000
2020-05-04,92.019997,94.209999,89.930000,92.699997,82.080032,92027700
2020-05-11,91.110001,91.110001,82.400002,85.900002,76.059074,156573600
2020-05-18,88.690002,92.389999,87.879997,89.470001,79.220085,98833400
2020-05-25,92.889999,102.949997,92.610001,97.309998,86.161926,131876200
2020-06-01,97.750000,115.769997,97.379997,111.230003,98.487198,131328600
2020-06-08,113.410004,114.190002,96.540001,99.870003,88.428650,127942200
2020-06-15,96.419998,105.680000,95.870003,97.809998,86.604637,116950100
2020-06-22,97.250000,99.970001,92.000000,92.589996,81.982651,122158000
2020-06-29,93.400002,95.709999,91.930000,92.660004,82.044632,84238000
2020-07-06,94.430000,96.839996,90.779999,96.269997,86.071709,117699700
2020-07-13,98.730003,101.290001,96.230003,98.160004,87.761482,130343900
2020-07-20,97.430000,100.129997,97.260002,98.279999,87.868774,72141800
2020-07-27,97.510002,99.709999,95.250000,96.639999,86.402504,65826700
2020-08-03,97.019997,99.489998,95.029999,99.379997,88.852249,66815700
2020-08-10,100.110001,106.430000,100.029999,102.410004,91.561279,91482300
2020-08-17,101.500000,102.000000,96.800003,97.320000,87.010475,67668400
2020-08-24,98.449997,103.250000,97.419998,102.769997,91.883125,79520200
2020-08-31,102.120003,105.209999,99.040001,103.519997,92.553688,89897400
2020-09-07,102.980003,103.570000,99.480003,101.070000,90.363220,65249700
2020-09-14,101.510002,103.459999,97.440002,98.349998,87.931366,100382700
2020-09-21,95.199997,96.050003,91.379997,93.470001,83.568314,99248100
2020-09-28,95.059998,98.589996,94.330002,97.889999,87.520081,81071200
2020-10-05,98.320000,102.110001,97.510002,101.199997,90.479431,78798900
2020-10-12,101.099998,103.220001,99.040001,101.510002,91.598778,83405600
2020-10-19,101.599998,104.449997,99.309998,103.809998,93.674179,63638100
2020-10-26,102.650002,102.699997,95.239998,98.040001,88.467560,68595200
2020-11-02,99.389999,105.099998,97.860001,102.959999,92.907188,81770900
2020-11-09,113.160004,118.900002,110.349998,114.080002,102.941460,116686000
2020-11-16,117.790001,118.610001,113.559998,114.570000,103.383629,69904400
2020-11-23,116.050003,123.500000,115.570000,121.220001,109.384338,51030000
2020-11-30,120.000000,123.290001,117.769997,122.339996,110.394958,64380100
2020-12-07,121.150002,123.300003,118.370003,119.559998,107.886383,56040300
2020-12-14,121.339996,121.449997,118.110001,119.080002,107.453255,76444800
2020-12-21,123.169998,126.519997,121.089996,124.519997,112.362099,59249900
2020-12-28,125.820000,127.330002,124.790001,127.070000,114.663139,32440000
2021-01-04,127.500000,138.190002,123.769997,136.020004,122.739296,89435700
2021-01-11,134.580002,142.750000,134.110001,138.639999,126.004410,95234800
2021-01-18,139.860001,140.699997,132.199997,133.789993,121.596443,62217500
2021-01-25,132.139999,133.169998,127.349998,128.669998,116.943092,71694400
2021-02-01,129.399994,139.490005,128.479996,137.979996,125.404572,56405900
2021-02-08,138.199997,141.610001,138.179993,141.250000,128.376556,46600000
2021-02-15,143.550003,148.839996,142.399994,148.020004,134.529510,45498300
2021-02-22,146.869995,154.899994,146.509995,147.169998,133.757004,80741100
2021-03-01,149.520004,154.979996,147.970001,150.910004,137.156174,81950300
2021-03-08,152.470001,157.630005,149.820007,156.149994,141.918579,72335300
2021-03-15,156.350006,161.690002,151.190002,155.139999,141.000626,115176400
2021-03-22,152.800003,155.449997,148.960007,155.089996,140.955154,82463600
2021-03-29,152.119995,155.869995,151.039993,153.710007,139.700958,64052800
2021-04-05,154.399994,157.039993,151.860001,156.279999,142.036743,67941000
2021-04-12,155.580002,157.250000,149.320007,153.300003,140.148911,79794100
2021-04-19,153.419998,153.880005,146.690002,150.190002,137.305710,67151600
2021-04-26,150.779999,155.279999,150.110001,153.809998,140.615158,57246000
2021-05-03,154.850006,161.500000,152.139999,161.240005,147.407791,63085700
2021-05-10,161.500000,164.449997,157.029999,164.009995,149.940140,69826700
2021-05-17,163.369995,165.500000,158.639999,162.660004,148.705963,54938800
2021-05-24,163.360001,165.699997,161.309998,164.240005,150.150421,61106500
2021-05-31,165.869995,167.440002,164.660004,166.440002,152.161667,41809200
2021-06-07,167.000000,167.100006,159.059998,160.289993,146.539291,55818500
2021-06-14,160.149994,160.330002,147.559998,147.919998,135.230453,143042700
2021-06-21,149.080002,154.500000,148.660004,154.050003,140.834595,74867400
2021-06-28,153.699997,157.139999,152.119995,156.029999,142.644730,63088900
2021-07-05,155.779999,156.149994,150.039993,155.770004,143.227676,58884300
2021-07-12,154.350006,159.160004,151.020004,151.910004,139.678467,82776900
2021-07-19,148.550003,153.649994,145.710007,150.639999,138.510696,69494200
2021-07-26,150.190002,153.869995,149.800003,151.779999,139.558960,47512700
2021-08-02,152.029999,157.820007,149.520004,157.500000,144.818359,53233300
2021-08-09,157.520004,162.369995,155.899994,159.979996,147.098679,45165500
2021-08-16,158.940002,159.029999,153.009995,154.720001,142.262207,42660300
2021-08-23,155.330002,163.830002,155.240005,163.050003,149.921478,46748200
2021-08-30,163.210007,163.490005,158.970001,159.490005,146.648132,45781300
2021-09-06,159.990005,161.380005,157.220001,157.360001,144.689636,33354200
2021-09-13,158.529999,161.339996,156.259995,157.679993,144.983887,69892400
2021-09-20,153.889999,163.589996,150.490005,163.039993,149.912277,58494500
2021-09-27,165.000000,169.300003,162.789993,167.130005,153.672974,58832100
2021-10-04,166.970001,171.509995,165.729996,170.220001,156.514175,53491000
2021-10-11,170.800003,171.289993,160.059998,166.610001,154.117966,77385000
2021-10-18,166.479996,172.089996,165.910004,171.779999,158.900345,46145500
2021-10-25,172.710007,172.960007,167.339996,169.889999,157.152054,43374300
2021-11-01,172.039993,172.330002,166.490005,168.050003,155.450012,40561800
2021-11-08,169.050003,170.919998,165.720001,166.860001,154.349258,35331900
2021-11-15,167.210007,167.789993,159.449997,160.919998,148.854599,46424300
2021-11-22,164.160004,169.440002,158.820007,161.929993,149.788864,50153400
2021-11-29,163.309998,164.779999,157.190002,158.289993,146.421768,68932100
2021-12-06,161.009995,163.389999,158.649994,159.820007,147.837082,54338800
2021-12-13,159.500000,161.820007,155.179993,156.759995,145.006485,86271600
2021-12-20,154.509995,159.119995,151.839996,157.259995,145.469009,41767500
2021-12-27,157.600006,160.240005,156.339996,158.350006,146.477295,31683400
2022-01-03,159.860001,168.580002,159.509995,167.160004,154.626770,78816900
2022-01-10,169.070007,169.809998,156.899994,157.889999,146.927231,91126400
2022-01-17,155.779999,155.779999,144.270004,145.080002,135.006668,90271000
2022-01-24,142.279999,150.570007,139.570007,146.610001,136.430450,99750200
2022-01-31,145.639999,153.500000,144.669998,152.559998,141.967331,70141000
2022-02-07,153.270004,159.029999,150.850006,153.919998,143.232895,75400400
2022-02-14,152.729996,156.100006,150.320007,152.139999,141.576462,58703800
2022-02-21,150.600006,153.300003,139.779999,147.970001,137.696014,67155300
2022-02-28,143.550003,145.059998,132.399994,134.399994,125.068207,125218100
2022-03-07,132.169998,135.240005,127.269997,128.889999,119.940796,99970100
2022-03-14,129.460007,140.850006,129.229996,140.100006,130.372467,91945400
2022-03-21,140.350006,143.929993,138.729996,141.919998,132.066086,56719000
2022-03-28,140.000000,143.600006,133.800003,135.309998,125.915024,63980800
2022-04-04,134.119995,136.940002,128.729996,133.490005,124.221405,68562500
2022-04-11,133.000000,134.899994,125.019997,126.120003,118.233078,73129500
2022-04-18,125.669998,133.509995,125.540001,126.809998,118.879913,66773000
2022-04-25,126.010002,127.120003,118.900002,119.360001,111.895798,79464100
2022-05-02,119.879997,127.400002,118.220001,123.720001,115.983139,80867700
2022-05-09,122.110001,123.779999,115.370003,119.089996,111.642693,72087000
2022-05-16,118.540001,122.970001,115.019997,117.339996,110.002121,60010000
2022-05-23,120.459999,131.270004,120.449997,131.270004,123.061012,83650700
2022-05-30,130.179993,133.149994,128.669998,130.160004,122.020432,44753800
2022-06-06,131.089996,132.389999,119.320000,119.550003,112.073914,52973100
2022-06-13,116.860001,117.949997,111.870003,113.029999,105.961647,91891800
2022-06-20,115.870003,117.820000,111.480003,117.320000,109.983383,48215800
2022-06-27,118.059998,119.290001,110.930000,114.050003,106.917870,57956000
2022-07-04,110.769997,115.650002,109.300003,114.360001,107.208466,42325600
2022-07-11,113.550003,115.180000,106.059998,112.949997,106.823288,77239000
2022-07-18,114.769997,116.250000,111.290001,114.760002,108.535110,56749100
2022-07-25,115.839996,116.500000,113.029999,115.360001,109.102562,52735800
2022-08-01,114.500000,116.190002,111.019997,115.760002,109.480873,76286300
2022-08-08,116.250000,122.250000,114.180000,122.129997,115.505341,55005200
2022-08-15,121.139999,124.239998,118.110001,118.629997,112.195190,49156800
2022-08-22,116.750000,119.989998,114.449997,114.669998,108.449982,48381000
2022-08-29,114.000000,117.449997,111.910004,113.709999,107.542068,50247400
2022-09-05,114.330002,120.050003,112.070000,119.169998,112.705894,41134500
2022-09-12,120.620003,121.550003,114.879997,117.080002,110.729271,56530400
2022-09-19,116.000000,118.730003,107.160004,109.139999,103.219948,60249700
2022-09-26,108.000000,109.610001,104.400002,104.500000,98.831635,69997100
2022-10-03,105.620003,112.989998,104.459999,105.980003,100.231361,62407700
2022-10-10,106.730003,115.239998,101.279999,111.190002,106.099617,90638200
2022-10-17,115.410004,122.389999,114.320000,122.230003,116.634178,93688700
2022-10-24,122.070000,126.279999,120.889999,126.080002,120.307922,58167400
2022-10-31,125.699997,130.830002,125.589996,130.679993,124.697319,70655800
2022-11-07,131.000000,136.169998,129.220001,135.300003,129.105820,58445600
2022-11-14,134.800003,135.729996,131.279999,133.839996,127.712646,51306000
2022-11-21,133.740005,137.139999,132.750000,136.740005,130.479919,27522900
2022-11-28,136.070007,138.660004,133.190002,135.160004,128.972229,50383800
2022-12-05,134.240005,135.110001,129.869995,132.160004,126.109573,52725700
2022-12-12,132.399994,137.089996,128.429993,129.289993,123.370964,62054600
2022-12-19,129.649994,132.979996,128.410004,131.279999,125.269859,39358900
2022-12-26,131.570007,134.330002,130.550003,134.100006,127.960785,30116400
2023-01-02,135.240005,138.380005,133.699997,137.940002,131.624969,41152800
2023-01-09,138.600006,143.490005,134.800003,143.009995,137.470840,57436400
2023-01-16,141.169998,141.539993,133.550003,135.080002,129.847992,54081400
2023-01-23,135.119995,141.259995,134.820007,140.320007,134.885056,41376600
2023-01-30,139.229996,142.330002,138.000000,141.089996,135.625214,48083100
2023-02-06,140.229996,144.339996,138.589996,141.039993,135.577164,38838100
2023-02-13,141.300003,143.889999,140.070007,142.240005,136.730682,39226400
2023-02-20,140.690002,141.360001,137.440002,140.929993,135.471420,38298700
2023-02-27,142.110001,143.759995,139.539993,143.660004,138.095657,48793600
2023-03-06,143.440002,144.039993,127.820000,133.649994,128.473389,94499200
2023-03-13,131.210007,135.529999,125.449997,125.809998,120.937050,169784300
2023-03-20,126.989998,131.729996,123.110001,124.910004,120.071915,96922200
2023-03-27,126.790001,130.339996,126.290001,130.309998,125.262749,69509600
2023-04-03,129.910004,131.440002,126.459999,127.470001,122.532761,41730200
2023-04-10,126.540001,139.119995,126.220001,138.729996,134.403198,88196100
2023-04-17,139.949997,141.779999,137.660004,140.539993,136.156769,61397400
2023-04-24,140.460007,141.100006,134.000000,138.240005,133.928497,51535800
2023-05-01,142.259995,143.369995,131.809998,136.740005,132.475281,75808400
2023-05-08,137.490005,138.059998,133.130005,134.100006,129.917618,40005600
2023-05-15,134.270004,140.490005,133.960007,139.179993,134.839172,51318500
2023-05-22,141.000000,141.639999,134.580002,136.940002,132.669052,46547800
2023-05-29,136.800003,141.479996,134.399994,140.470001,136.088959,46785100
2023-06-05,140.110001,141.800003,138.130005,141.009995,136.612091,41740000
2023-06-12,141.070007,143.970001,139.759995,143.259995,138.791931,47522100
2023-06-19,142.610001,144.020004,137.619995,138.850006,134.519455,38337800
2023-06-26,138.869995,146.000000,137.690002,145.440002,140.903931,53774000
2023-07-03,146.190002,147.479996,141.440002,144.339996,139.838242,35643500
2023-07-10,144.500000,152.889999,144.500000,149.770004,146.095383,69935400
2023-07-17,150.350006,156.589996,150.350006,154.949997,151.148270,63833100
2023-07-24,154.970001,158.789993,154.729996,156.910004,153.060196,52936900
2023-07-31,157.179993,159.380005,153.940002,156.020004,152.192062,36336600
2023-08-07,156.600006,157.699997,152.589996,154.449997,150.660538,33326100
2023-08-14,153.610001,154.919998,147.440002,148.970001,145.315018,40793600
2023-08-21,149.649994,150.100006,145.460007,147.050003,143.442123,39096500
2023-08-28,147.570007,149.149994,145.699997,146.820007,143.217758,36544400
2023-09-04,147.160004,148.210007,142.649994,143.830002,140.301117,31965500
2023-09-11,144.750000,149.899994,143.690002,148.809998,145.158936,53402300
2023-09-18,148.160004,150.250000,145.190002,145.729996,142.154480,36911900
2023-09-25,145.350006,148.869995,143.699997,145.020004,141.461914,42014700
2023-10-02,144.830002,145.880005,140.830002,145.100006,141.539948,45576000
